date,day_of_week,meal_type,is_holiday_or_event,expected_attendance,actual_attendance,planned_prep_kg,actual_consumed_kg,discarded_kg,waste_percentage,is_high_waste,optimal_prep_kg
2025-07-28,Monday,breakfast,0,454,439,139.38,84.56,54.82,39.33,1,87.1
2025-07-28,Monday,lunch,0,643,673,297.7,217.27,80.43,27.02,1,223.79
2025-07-28,Monday,dinner,0,534,538,243.58,222.82,20.76,8.52,0,229.5
2025-07-29,Tuesday,breakfast,0,486,490,153.76,117.29,36.47,23.72,1,120.81
2025-07-29,Tuesday,lunch,0,618,643,267.27,256.58,10.69,4.0,0,264.28
2025-07-29,Tuesday,dinner,0,567,522,262.36,251.87,10.49,4.0,0,259.43
2025-07-30,Wednesday,breakfast,0,502,508,162.45,136.78,25.67,15.8,1,140.88
2025-07-30,Wednesday,lunch,0,648,701,294.04,282.28,11.76,4.0,0,290.75
2025-07-30,Wednesday,dinner,0,541,539,255.99,214.04,41.95,16.39,1,220.46
2025-07-31,Thursday,breakfast,0,448,445,143.9,135.67,8.23,5.72,0,139.74
2025-07-31,Thursday,lunch,0,652,618,302.05,215.15,86.9,28.77,1,221.6
2025-07-31,Thursday,dinner,0,542,550,253.76,238.3,15.46,6.09,0,245.45
2025-08-01,Friday,breakfast,0,422,388,134.45,108.95,25.5,18.97,1,112.22
2025-08-01,Friday,lunch,0,573,617,251.97,241.89,10.08,4.0,0,249.15
2025-08-01,Friday,dinner,0,478,484,220.02,211.22,8.8,4.0,0,217.56
2025-08-02,Saturday,breakfast,0,274,264,84.38,62.43,21.95,26.01,1,64.3
2025-08-02,Saturday,lunch,0,349,336,158.95,152.59,6.36,4.0,0,157.17
2025-08-02,Saturday,dinner,0,317,323,152.56,145.89,6.67,4.37,0,150.27
2025-08-03,Sunday,breakfast,1,381,395,116.92,112.24,4.68,4.0,0,115.61
2025-08-03,Sunday,lunch,1,520,524,225.78,216.75,9.03,4.0,0,223.25
2025-08-03,Sunday,dinner,1,444,439,210.12,131.59,78.53,37.37,1,135.54
2025-08-04,Monday,breakfast,0,479,498,152.0,132.73,19.27,12.68,1,136.71
2025-08-04,Monday,lunch,0,627,672,283.51,272.17,11.34,4.0,0,280.34
2025-08-04,Monday,dinner,0,516,474,245.32,131.54,113.78,46.38,1,135.49
2025-08-05,Tuesday,breakfast,0,460,479,143.68,117.59,26.09,18.16,1,121.12
2025-08-05,Tuesday,lunch,0,629,653,273.85,260.55,13.3,4.86,0,268.37
2025-08-05,Tuesday,dinner,0,524,561,249.22,208.16,41.06,16.48,1,214.4
2025-08-06,Wednesday,breakfast,0,459,471,147.87,107.41,40.46,27.36,1,110.63
2025-08-06,Wednesday,lunch,0,637,667,277.44,226.47,50.97,18.37,1,233.26
2025-08-06,Wednesday,dinner,0,509,511,240.04,155.25,84.79,35.32,1,159.91
2025-08-07,Thursday,breakfast,0,440,410,141.22,101.1,40.12,28.41,1,104.13
2025-08-07,Thursday,lunch,0,643,606,288.18,192.83,95.35,33.09,1,198.61
2025-08-07,Thursday,dinner,0,524,501,247.43,161.3,86.13,34.81,1,166.14
2025-08-08,Friday,breakfast,0,418,426,134.25,128.88,5.37,4.0,0,132.75
2025-08-08,Friday,lunch,0,566,583,252.47,194.62,57.85,22.91,1,200.46
2025-08-08,Friday,dinner,0,481,457,229.4,209.05,20.35,8.87,0,215.32
2025-08-09,Saturday,breakfast,1,361,355,110.5,101.39,9.11,8.24,0,104.43
2025-08-09,Saturday,lunch,1,528,520,234.08,221.26,12.82,5.48,0,227.9
2025-08-09,Saturday,dinner,1,415,408,195.48,130.87,64.61,33.05,1,134.8
2025-08-10,Sunday,breakfast,0,264,262,81.22,65.59,15.63,19.24,1,67.56
2025-08-10,Sunday,lunch,0,357,394,158.97,152.61,6.36,4.0,0,157.19
2025-08-10,Sunday,dinner,0,239,251,109.79,105.4,4.39,4.0,0,108.56
2025-08-11,Monday,breakfast,0,404,404,130.05,124.21,5.84,4.49,0,127.94
2025-08-11,Monday,lunch,0,654,662,284.98,228.38,56.6,19.86,1,235.23
2025-08-11,Monday,dinner,0,500,489,238.43,189.19,49.24,20.65,1,194.87
2025-08-12,Tuesday,breakfast,0,428,425,134.3,122.76,11.54,8.59,0,126.44
2025-08-12,Tuesday,lunch,0,600,598,274.42,237.56,36.86,13.43,1,244.69
2025-08-12,Tuesday,dinner,0,499,549,237.89,228.37,9.52,4.0,0,235.22
2025-08-13,Wednesday,breakfast,0,457,497,146.76,140.89,5.87,4.0,0,145.12
2025-08-13,Wednesday,lunch,0,609,545,278.51,211.89,66.62,23.92,1,218.25
2025-08-13,Wednesday,dinner,0,486,481,234.41,198.99,35.42,15.11,1,204.96
2025-08-14,Thursday,breakfast,0,470,465,150.59,113.97,36.62,24.32,1,117.39
2025-08-14,Thursday,lunch,0,599,600,260.05,230.07,29.98,11.53,0,236.97
2025-08-14,Thursday,dinner,0,528,541,240.68,228.9,11.78,4.89,0,235.77
2025-08-15,Friday,breakfast,0,390,394,121.22,104.51,16.71,13.78,1,107.65
2025-08-15,Friday,lunch,0,564,533,249.97,191.17,58.8,23.52,1,196.91
2025-08-15,Friday,dinner,0,444,439,206.91,198.63,8.28,4.0,0,204.59
2025-08-16,Saturday,breakfast,0,239,254,72.32,69.43,2.89,4.0,0,71.51
2025-08-16,Saturday,lunch,0,339,319,151.7,132.74,18.96,12.5,1,136.72
2025-08-16,Saturday,dinner,0,307,328,147.01,141.13,5.88,4.0,0,145.36
2025-08-17,Sunday,breakfast,1,355,380,108.47,104.13,4.34,4.0,0,107.25
2025-08-17,Sunday,lunch,1,502,483,220.0,208.53,11.47,5.21,0,214.79
2025-08-17,Sunday,dinner,1,407,416,197.04,189.16,7.88,4.0,0,194.83
2025-08-18,Monday,breakfast,0,469,487,147.91,141.99,5.92,4.0,0,146.25
2025-08-18,Monday,lunch,0,566,577,253.1,196.6,56.5,22.32,1,202.5
2025-08-18,Monday,dinner,0,517,500,238.71,174.72,63.99,26.81,1,179.96
2025-08-19,Tuesday,breakfast,0,429,398,138.45,84.13,54.32,39.23,1,86.65
2025-08-19,Tuesday,lunch,0,583,589,259.0,218.66,40.34,15.58,1,225.22
2025-08-19,Tuesday,dinner,0,505,531,242.58,232.88,9.7,4.0,0,239.87
2025-08-20,Wednesday,breakfast,1,413,415,130.78,115.1,15.68,11.99,0,118.55
2025-08-20,Wednesday,lunch,1,556,531,243.59,180.12,63.47,26.06,1,185.52
2025-08-20,Wednesday,dinner,1,507,468,241.25,216.8,24.45,10.13,0,223.3
2025-08-21,Thursday,breakfast,0,443,456,141.51,106.03,35.48,25.07,1,109.21
2025-08-21,Thursday,lunch,0,605,591,266.39,234.05,32.34,12.14,1,241.07
2025-08-21,Thursday,dinner,0,497,458,226.09,152.75,73.34,32.44,1,157.33
2025-08-22,Friday,breakfast,0,410,423,133.13,112.26,20.87,15.68,1,115.63
2025-08-22,Friday,lunch,0,523,531,230.1,189.87,40.23,17.48,1,195.57
2025-08-22,Friday,dinner,0,441,466,211.99,169.26,42.73,20.16,1,174.34
2025-08-23,Saturday,breakfast,0,215,212,65.12,62.52,2.6,3.99,0,64.4
2025-08-23,Saturday,lunch,0,302,274,136.79,120.13,16.66,12.18,1,123.73
2025-08-23,Saturday,dinner,0,279,297,133.7,128.35,5.35,4.0,0,132.2
2025-08-24,Sunday,breakfast,0,274,287,86.46,83.0,3.46,4.0,0,85.49
2025-08-24,Sunday,lunch,0,315,315,143.71,137.96,5.75,4.0,0,142.1
2025-08-24,Sunday,dinner,0,255,237,120.78,90.36,30.42,25.19,1,93.07
2025-08-25,Monday,breakfast,1,431,385,132.38,127.08,5.3,4.0,0,130.89
2025-08-25,Monday,lunch,1,576,595,249.82,239.83,9.99,4.0,0,247.02
2025-08-25,Monday,dinner,1,520,506,247.71,232.29,15.42,6.23,0,239.26
2025-08-26,Tuesday,breakfast,0,419,419,133.19,90.57,42.62,32.0,1,93.29
2025-08-26,Tuesday,lunch,0,583,622,256.99,246.71,10.28,4.0,0,254.11
2025-08-26,Tuesday,dinner,0,458,430,218.6,191.84,26.76,12.24,1,197.6
2025-08-27,Wednesday,breakfast,0,460,447,147.73,136.85,10.88,7.36,0,140.96
2025-08-27,Wednesday,lunch,0,587,611,268.66,257.91,10.75,4.0,0,265.65
2025-08-27,Wednesday,dinner,0,477,490,224.2,167.96,56.24,25.08,1,173.0
2025-08-28,Thursday,breakfast,0,412,377,133.09,115.72,17.37,13.05,1,119.19
2025-08-28,Thursday,lunch,0,594,640,263.35,224.99,38.36,14.57,1,231.74
2025-08-28,Thursday,dinner,0,472,493,228.1,216.08,12.02,5.27,0,222.56
2025-08-29,Friday,breakfast,0,353,363,113.57,98.62,14.95,13.16,1,101.58
2025-08-29,Friday,lunch,0,505,482,231.13,221.6,9.53,4.12,0,228.25
2025-08-29,Friday,dinner,0,431,448,209.6,201.22,8.38,4.0,0,207.26
2025-08-30,Saturday,breakfast,0,226,223,68.68,57.04,11.64,16.95,1,58.75
2025-08-30,Saturday,lunch,0,301,289,130.72,104.16,26.56,20.32,1,107.28
2025-08-30,Saturday,dinner,0,245,223,111.96,90.06,21.9,19.56,1,92.76
2025-08-31,Sunday,breakfast,1,327,323,106.01,62.95,43.06,40.62,1,64.84
2025-08-31,Sunday,lunch,1,433,419,191.2,183.55,7.65,4.0,0,189.06
2025-08-31,Sunday,dinner,1,366,359,169.17,162.4,6.77,4.0,0,167.27
2025-09-01,Monday,breakfast,0,391,383,121.24,113.6,7.64,6.3,0,117.01
2025-09-01,Monday,lunch,0,552,528,243.81,234.06,9.75,4.0,0,241.08
2025-09-01,Monday,dinner,0,475,480,223.53,165.88,57.65,25.79,1,170.86
2025-09-02,Tuesday,breakfast,0,420,398,129.58,94.59,34.99,27.0,1,97.43
2025-09-02,Tuesday,lunch,0,551,499,252.53,187.81,64.72,25.63,1,193.44
2025-09-02,Tuesday,dinner,0,466,451,218.56,206.53,12.03,5.5,0,212.73
2025-09-03,Wednesday,breakfast,0,446,471,143.48,137.74,5.74,4.0,0,141.87
2025-09-03,Wednesday,lunch,0,558,504,256.06,165.78,90.28,35.26,1,170.75
2025-09-03,Wednesday,dinner,0,458,496,215.33,205.72,9.61,4.46,0,211.89
2025-09-04,Thursday,breakfast,0,438,436,136.0,116.13,19.87,14.61,1,119.61
2025-09-04,Thursday,lunch,0,572,556,261.06,156.87,104.19,39.91,1,161.58
2025-09-04,Thursday,dinner,0,463,456,224.82,199.88,24.94,11.09,0,205.88
2025-09-05,Friday,breakfast,0,346,339,109.63,105.24,4.39,4.0,0,108.4
2025-09-05,Friday,lunch,0,501,463,222.4,160.41,61.99,27.87,1,165.22
2025-09-05,Friday,dinner,0,429,401,198.61,176.58,22.03,11.09,0,181.88
2025-09-06,Saturday,breakfast,0,215,209,68.99,62.49,6.5,9.42,0,64.36
2025-09-06,Saturday,lunch,0,299,300,130.54,125.32,5.22,4.0,0,129.08
2025-09-06,Saturday,dinner,0,281,273,130.93,116.88,14.05,10.73,0,120.39
2025-09-07,Sunday,breakfast,0,210,214,64.33,61.76,2.57,4.0,0,63.61
2025-09-07,Sunday,lunch,0,281,290,123.35,109.72,13.63,11.05,0,113.01
2025-09-07,Sunday,dinner,0,268,271,127.21,120.94,6.27,4.93,0,124.57
2025-09-08,Monday,breakfast,0,400,409,125.07,99.91,25.16,20.12,1,102.91
2025-09-08,Monday,lunch,0,545,567,236.14,225.87,10.27,4.35,0,232.65
2025-09-08,Monday,dinner,0,449,434,207.26,180.17,27.09,13.07,1,185.58
2025-09-09,Tuesday,breakfast,0,431,465,131.83,125.42,6.41,4.86,0,129.18
2025-09-09,Tuesday,lunch,0,497,484,224.2,215.23,8.97,4.0,0,221.69
2025-09-09,Tuesday,dinner,0,461,447,217.02,153.01,64.01,29.49,1,157.6
2025-09-10,Wednesday,breakfast,0,430,434,134.94,107.4,27.54,20.41,1,110.62
2025-09-10,Wednesday,lunch,0,553,554,246.65,204.58,42.07,17.06,1,210.72
2025-09-10,Wednesday,dinner,0,464,470,210.86,146.3,64.56,30.62,1,150.69
2025-09-11,Thursday,breakfast,0,409,414,126.26,97.42,28.84,22.84,1,100.34
2025-09-11,Thursday,lunch,0,545,514,249.42,239.44,9.98,4.0,0,246.62
2025-09-11,Thursday,dinner,0,458,465,211.39,180.77,30.62,14.49,1,186.19
2025-09-12,Friday,breakfast,0,389,424,125.73,105.15,20.58,16.37,1,108.3
2025-09-12,Friday,lunch,0,497,535,218.43,209.69,8.74,4.0,0,215.98
2025-09-12,Friday,dinner,0,421,419,204.57,190.8,13.77,6.73,0,196.52
2025-09-13,Saturday,breakfast,0,233,241,74.0,49.86,24.14,32.62,1,51.36
2025-09-13,Saturday,lunch,0,323,315,149.33,132.26,17.07,11.43,0,136.23
2025-09-13,Saturday,dinner,0,271,257,131.7,90.29,41.41,31.44,1,93.0
2025-09-14,Sunday,breakfast,0,248,266,80.5,60.01,20.49,25.45,1,61.81
2025-09-14,Sunday,lunch,0,281,279,123.74,98.22,25.52,20.62,1,101.17
2025-09-14,Sunday,dinner,0,281,274,136.29,106.1,30.19,22.15,1,109.28
2025-09-15,Monday,breakfast,1,397,375,128.66,110.59,18.07,14.04,1,113.91
2025-09-15,Monday,lunch,1,562,477,247.22,237.33,9.89,4.0,0,244.45
2025-09-15,Monday,dinner,1,469,488,221.85,212.98,8.87,4.0,0,219.37
2025-09-16,Tuesday,breakfast,0,403,438,125.5,116.72,8.78,7.0,0,120.22
2025-09-16,Tuesday,lunch,0,574,542,251.47,241.41,10.06,4.0,0,248.65
2025-09-16,Tuesday,dinner,0,467,442,218.58,192.73,25.85,11.83,0,198.51
2025-09-17,Wednesday,breakfast,0,458,456,141.58,85.49,56.09,39.62,1,88.05
2025-09-17,Wednesday,lunch,0,538,591,235.25,225.84,9.41,4.0,0,232.62
2025-09-17,Wednesday,dinner,0,460,453,219.99,211.19,8.8,4.0,0,217.53
2025-09-18,Thursday,breakfast,0,436,440,139.86,134.27,5.59,4.0,0,138.3
2025-09-18,Thursday,lunch,0,584,577,258.4,248.06,10.34,4.0,0,255.5
2025-09-18,Thursday,dinner,0,480,482,227.03,167.75,59.28,26.11,1,172.78
2025-09-19,Friday,breakfast,0,383,385,122.16,94.72,27.44,22.46,1,97.56
2025-09-19,Friday,lunch,0,515,509,231.25,150.33,80.92,34.99,1,154.84
2025-09-19,Friday,dinner,0,448,446,208.44,200.1,8.34,4.0,0,206.1
2025-09-20,Saturday,breakfast,0,228,249,70.1,52.09,18.01,25.69,1,53.65
2025-09-20,Saturday,lunch,0,328,297,150.34,137.13,13.21,8.79,0,141.24
2025-09-20,Saturday,dinner,0,266,283,123.79,118.84,4.95,4.0,0,122.41
2025-09-21,Sunday,breakfast,0,227,214,69.08,53.11,15.97,23.12,1,54.7
2025-09-21,Sunday,lunch,0,286,245,131.25,89.83,41.42,31.56,1,92.52
2025-09-21,Sunday,dinner,0,243,248,113.37,108.84,4.53,4.0,0,112.11
2025-09-22,Monday,breakfast,0,397,389,128.35,115.46,12.89,10.04,0,118.92
2025-09-22,Monday,lunch,0,619,618,275.48,228.15,47.33,17.18,1,234.99
2025-09-22,Monday,dinner,0,502,477,244.09,234.33,9.76,4.0,0,241.36
2025-09-23,Tuesday,breakfast,0,447,443,136.34,108.39,27.95,20.5,1,111.64
2025-09-23,Tuesday,lunch,0,595,599,269.64,231.82,37.82,14.03,1,238.77
2025-09-23,Tuesday,dinner,0,482,429,232.14,214.53,17.61,7.59,0,220.97
2025-09-24,Wednesday,breakfast,0,448,474,139.22,121.69,17.53,12.59,1,125.34
2025-09-24,Wednesday,lunch,0,581,549,263.56,160.74,102.82,39.01,1,165.56
2025-09-24,Wednesday,dinner,0,487,491,227.37,193.26,34.11,15.0,1,199.06
2025-09-25,Thursday,breakfast,0,435,408,140.11,108.28,31.83,22.72,1,111.53
2025-09-25,Thursday,lunch,0,559,567,250.48,238.83,11.65,4.65,0,245.99
2025-09-25,Thursday,dinner,0,496,529,231.71,222.44,9.27,4.0,0,229.11
2025-09-26,Friday,breakfast,0,404,436,128.3,123.17,5.13,4.0,0,126.87
2025-09-26,Friday,lunch,0,524,516,240.33,214.88,25.45,10.59,0,221.33
2025-09-26,Friday,dinner,0,478,481,223.75,214.8,8.95,4.0,0,221.24
2025-09-27,Saturday,breakfast,0,241,248,75.49,63.57,11.92,15.79,1,65.48
2025-09-27,Saturday,lunch,0,289,291,130.15,112.46,17.69,13.59,1,115.83
2025-09-27,Saturday,dinner,0,277,297,128.87,110.35,18.52,14.37,1,113.66
2025-09-28,Sunday,breakfast,0,268,275,86.73,83.26,3.47,4.0,0,85.76
2025-09-28,Sunday,lunch,0,320,321,144.99,121.92,23.07,15.91,1,125.58
2025-09-28,Sunday,dinner,0,265,269,128.56,121.33,7.23,5.62,0,124.97
2025-09-29,Monday,breakfast,1,429,413,134.98,94.4,40.58,30.06,1,97.23
2025-09-29,Monday,lunch,1,579,570,253.3,243.17,10.13,4.0,0,250.47
2025-09-29,Monday,dinner,1,503,481,228.44,194.45,33.99,14.88,1,200.28
2025-09-30,Tuesday,breakfast,0,475,514,145.37,134.32,11.05,7.6,0,138.35
2025-09-30,Tuesday,lunch,0,595,577,257.79,227.12,30.67,11.9,0,233.93
2025-09-30,Tuesday,dinner,0,476,507,216.37,206.47,9.9,4.58,0,212.66
2025-10-01,Wednesday,breakfast,0,458,442,138.91,133.35,5.56,4.0,0,137.35
2025-10-01,Wednesday,lunch,0,575,617,266.32,182.61,83.71,31.43,1,188.09
2025-10-01,Wednesday,dinner,0,525,498,254.09,241.73,12.36,4.86,0,248.98
2025-10-02,Thursday,breakfast,0,476,425,144.48,138.7,5.78,4.0,0,142.86
2025-10-02,Thursday,lunch,0,607,589,266.62,255.96,10.66,4.0,0,263.64
2025-10-02,Thursday,dinner,0,518,494,240.84,230.9,9.94,4.13,0,237.83
2025-10-03,Friday,breakfast,0,400,399,124.92,98.6,26.32,21.07,1,101.56
2025-10-03,Friday,lunch,0,534,490,239.74,203.41,36.33,15.15,1,209.51
2025-10-03,Friday,dinner,0,448,461,205.53,197.31,8.22,4.0,0,203.23
2025-10-04,Saturday,breakfast,0,246,237,76.38,73.32,3.06,4.01,0,75.52
2025-10-04,Saturday,lunch,0,323,348,141.54,121.25,20.29,14.34,1,124.89
2025-10-04,Saturday,dinner,0,263,273,127.13,108.69,18.44,14.5,1,111.95
2025-10-05,Sunday,breakfast,0,269,262,82.79,54.65,28.14,33.99,1,56.29
2025-10-05,Sunday,lunch,0,362,371,164.18,140.04,24.14,14.7,1,144.24
2025-10-05,Sunday,dinner,0,314,321,146.23,119.18,27.05,18.5,1,122.76
2025-10-06,Monday,breakfast,0,445,464,135.38,129.96,5.42,4.0,0,133.86
2025-10-06,Monday,lunch,0,648,682,285.94,274.5,11.44,4.0,0,282.74
2025-10-06,Monday,dinner,0,577,559,269.7,162.93,106.77,39.59,1,167.82
2025-10-07,Tuesday,breakfast,0,456,482,139.95,134.35,5.6,4.0,0,138.38
2025-10-07,Tuesday,lunch,0,632,645,289.67,278.08,11.59,4.0,0,286.42
2025-10-07,Tuesday,dinner,0,540,557,249.53,205.7,43.83,17.57,1,211.87
2025-10-08,Wednesday,breakfast,0,492,503,152.36,146.27,6.09,4.0,0,150.66
2025-10-08,Wednesday,lunch,0,665,718,299.52,287.54,11.98,4.0,0,296.17
2025-10-08,Wednesday,dinner,0,504,490,241.63,230.8,10.83,4.48,0,237.72
2025-10-09,Thursday,breakfast,0,454,468,144.89,100.24,44.65,30.82,1,103.25
2025-10-09,Thursday,lunch,0,639,607,293.42,232.38,61.04,20.8,1,239.35
2025-10-09,Thursday,dinner,0,496,490,232.74,223.43,9.31,4.0,0,230.13
2025-10-10,Friday,breakfast,0,408,446,128.39,112.71,15.68,12.21,1,116.09
2025-10-10,Friday,lunch,0,555,561,240.66,227.0,13.66,5.68,0,233.81
2025-10-10,Friday,dinner,0,490,512,231.55,187.33,44.22,19.1,1,192.95
2025-10-11,Saturday,breakfast,0,263,265,81.54,63.63,17.91,21.96,1,65.54
2025-10-11,Saturday,lunch,0,347,360,151.49,122.45,29.04,19.17,1,126.12
2025-10-11,Saturday,dinner,0,319,349,154.35,148.18,6.17,4.0,0,152.63
2025-10-12,Sunday,breakfast,0,277,291,87.98,79.8,8.18,9.3,0,82.19
2025-10-12,Sunday,lunch,0,357,368,161.46,122.08,39.38,24.39,1,125.74
2025-10-12,Sunday,dinner,0,294,294,140.56,134.94,5.62,4.0,0,138.99
2025-10-13,Monday,breakfast,0,457,411,139.57,129.64,9.93,7.11,0,133.53
2025-10-13,Monday,lunch,0,647,667,281.65,270.38,11.27,4.0,0,278.49
2025-10-13,Monday,dinner,0,533,522,241.77,229.35,12.42,5.14,0,236.23
2025-10-14,Tuesday,breakfast,0,464,495,142.96,137.24,5.72,4.0,0,141.36
2025-10-14,Tuesday,lunch,0,637,656,276.92,265.84,11.08,4.0,0,273.82
2025-10-14,Tuesday,dinner,0,504,526,238.9,169.78,69.12,28.93,1,174.87
2025-10-15,Wednesday,breakfast,0,472,465,143.75,115.81,27.94,19.44,1,119.28
2025-10-15,Wednesday,lunch,0,674,590,310.01,216.11,93.9,30.29,1,222.59
2025-10-15,Wednesday,dinner,0,569,545,270.96,166.62,104.34,38.51,1,171.62
2025-10-16,Thursday,breakfast,0,462,488,141.09,114.27,26.82,19.01,1,117.7
2025-10-16,Thursday,lunch,0,653,709,296.74,284.87,11.87,4.0,0,293.42
2025-10-16,Thursday,dinner,0,560,570,263.42,252.88,10.54,4.0,0,260.47
2025-10-17,Friday,breakfast,0,466,455,147.36,87.86,59.5,40.38,1,90.5
2025-10-17,Friday,lunch,0,575,586,250.71,240.68,10.03,4.0,0,247.9
2025-10-17,Friday,dinner,0,482,461,219.56,196.37,23.19,10.56,0,202.26
2025-10-18,Saturday,breakfast,0,271,258,85.25,80.72,4.53,5.31,0,83.14
2025-10-18,Saturday,lunch,0,331,363,145.66,139.83,5.83,4.0,0,144.02
2025-10-18,Saturday,dinner,0,321,296,155.29,131.47,23.82,15.34,1,135.41
2025-10-19,Sunday,breakfast,1,415,398,131.45,126.19,5.26,4.0,0,129.98
2025-10-19,Sunday,lunch,1,491,487,223.14,135.62,87.52,39.22,1,139.69
2025-10-19,Sunday,dinner,1,457,448,219.07,183.28,35.79,16.34,1,188.78
2025-10-20,Monday,breakfast,0,466,494,147.97,142.05,5.92,4.0,0,146.31
2025-10-20,Monday,lunch,0,637,565,294.24,186.05,108.19,36.77,1,191.63
2025-10-20,Monday,dinner,0,541,531,256.02,219.75,36.27,14.17,1,226.34
2025-10-21,Tuesday,breakfast,0,493,488,154.67,124.58,30.09,19.45,1,128.32
2025-10-21,Tuesday,lunch,0,658,625,305.26,172.56,132.7,43.47,1,177.74
2025-10-21,Tuesday,dinner,0,537,512,259.52,206.46,53.06,20.45,1,212.65
2025-10-22,Wednesday,breakfast,0,450,419,142.73,137.02,5.71,4.0,0,141.13
2025-10-22,Wednesday,lunch,0,633,638,292.79,274.76,18.03,6.16,0,283.0
2025-10-22,Wednesday,dinner,0,550,517,260.6,152.12,108.48,41.63,1,156.68
2025-10-23,Thursday,breakfast,0,516,494,160.57,129.39,31.18,19.42,1,133.27
2025-10-23,Thursday,lunch,0,659,635,289.09,257.08,32.01,11.07,0,264.79
2025-10-23,Thursday,dinner,0,538,564,254.47,244.29,10.18,4.0,0,251.62
2025-10-24,Friday,breakfast,0,459,446,144.36,127.64,16.72,11.58,0,131.47
2025-10-24,Friday,lunch,0,567,561,250.32,240.31,10.01,4.0,0,247.52
2025-10-24,Friday,dinner,0,494,492,231.26,180.59,50.67,21.91,1,186.01
2025-10-25,Saturday,breakfast,1,391,414,118.94,114.18,4.76,4.0,0,117.61
2025-10-25,Saturday,lunch,1,563,551,258.15,197.04,61.11,23.67,1,202.95
2025-10-25,Saturday,dinner,1,457,469,207.91,170.27,37.64,18.1,1,175.38
2025-10-26,Sunday,breakfast,0,275,240,86.74,69.44,17.3,19.94,1,71.52
2025-10-26,Sunday,lunch,0,364,389,168.32,153.65,14.67,8.72,0,158.26
2025-10-26,Sunday,dinner,0,288,282,134.89,93.48,41.41,30.7,1,96.28
2025-10-27,Monday,breakfast,0,513,516,165.5,129.27,36.23,21.89,1,133.15
2025-10-27,Monday,lunch,0,618,601,275.73,252.15,23.58,8.55,0,259.71
2025-10-27,Monday,dinner,0,571,603,269.65,229.65,40.0,14.83,1,236.54
2025-10-28,Tuesday,breakfast,0,491,518,157.11,105.63,51.48,32.77,1,108.8
2025-10-28,Tuesday,lunch,0,677,678,305.57,293.35,12.22,4.0,0,302.15
2025-10-28,Tuesday,dinner,0,558,522,263.83,253.28,10.55,4.0,0,260.88
2025-10-29,Wednesday,breakfast,0,491,453,155.81,129.84,25.97,16.67,1,133.74
2025-10-29,Wednesday,lunch,0,638,612,278.95,225.81,53.14,19.05,1,232.58
2025-10-29,Wednesday,dinner,0,533,518,248.89,212.63,36.26,14.57,1,219.01
2025-10-30,Thursday,breakfast,0,420,463,130.61,125.06,5.55,4.25,0,128.81
2025-10-30,Thursday,lunch,0,642,618,278.81,247.55,31.26,11.21,0,254.98
2025-10-30,Thursday,dinner,0,577,631,278.75,267.6,11.15,4.0,0,275.63
2025-10-31,Friday,breakfast,0,431,476,130.77,125.54,5.23,4.0,0,129.31
2025-10-31,Friday,lunch,0,564,557,246.71,168.07,78.64,31.88,1,173.11
2025-10-31,Friday,dinner,0,489,496,224.15,212.87,11.28,5.03,0,219.26
2025-11-01,Saturday,breakfast,0,281,251,85.46,56.31,29.15,34.11,1,58.0
2025-11-01,Saturday,lunch,0,384,333,166.18,126.74,39.44,23.73,1,130.54
2025-11-01,Saturday,dinner,0,276,268,126.11,114.63,11.48,9.1,0,118.07
2025-11-02,Sunday,breakfast,1,389,371,121.06,116.22,4.84,4.0,0,119.71
2025-11-02,Sunday,lunch,1,499,493,218.43,209.69,8.74,4.0,0,215.98
2025-11-02,Sunday,dinner,1,450,418,218.07,209.35,8.72,4.0,0,215.63
2025-11-03,Monday,breakfast,0,468,459,145.19,139.38,5.81,4.0,0,143.56
2025-11-03,Monday,lunch,0,622,606,276.65,264.06,12.59,4.55,0,271.98
2025-11-03,Monday,dinner,0,541,539,248.69,203.84,44.85,18.03,1,209.96
2025-11-04,Tuesday,breakfast,0,491,477,154.84,148.65,6.19,4.0,0,153.11
2025-11-04,Tuesday,lunch,0,634,649,291.47,265.82,25.65,8.8,0,273.79
2025-11-04,Tuesday,dinner,0,524,517,247.35,178.42,68.93,27.87,1,183.77
2025-11-05,Wednesday,breakfast,0,477,417,154.89,125.07,29.82,19.25,1,128.82
2025-11-05,Wednesday,lunch,0,606,575,264.87,220.21,44.66,16.86,1,226.82
2025-11-05,Wednesday,dinner,0,517,486,246.14,114.75,131.39,53.38,1,118.19
2025-11-06,Thursday,breakfast,0,454,479,143.14,92.63,50.51,35.29,1,95.41
2025-11-06,Thursday,lunch,0,617,578,277.47,182.75,94.72,34.14,1,188.23
2025-11-06,Thursday,dinner,0,533,565,251.87,212.62,39.25,15.58,1,219.0
2025-11-07,Friday,breakfast,0,434,410,136.76,128.27,8.49,6.21,0,132.12
2025-11-07,Friday,lunch,0,571,563,249.11,239.15,9.96,4.0,0,246.32
2025-11-07,Friday,dinner,0,461,424,218.39,123.25,95.14,43.56,1,126.95
2025-11-08,Saturday,breakfast,0,255,254,78.74,68.23,10.51,13.35,1,70.28
2025-11-08,Saturday,lunch,0,349,351,152.72,121.63,31.09,20.36,1,125.28
2025-11-08,Saturday,dinner,0,285,297,133.18,127.85,5.33,4.0,0,131.69
2025-11-09,Sunday,breakfast,1,385,385,118.12,113.4,4.72,4.0,0,116.8
